500	9999	p	S
409154	435528	50	
409151	435683	4	
409277	435420	33	
409260	435538	15	
409240	435695	1	
409213	435897	5	
409199	435982	87	
409174	436171	45	
409469	435389	41	
409378	435463	23	
409378	435563	26	
409351	435734	301	
409328	435891	53	
409275	435982	1	
409289	436065	80	
409272	436188	118	
409208	436263	1	
409754	435326	1	
409609	435201	15	
409565	435307	12	
409577	435510	60	
409515	435614	35	
409478	435707	138	
409442	435810	1	
409442	435913	173	
409408	436075	61	
409344	436201	1	
409398	436213	21	
409638	435143	8	
409683	435349	18	
409670	435514	35	
409620	435615	17	
409688	435618	22	
409624	435752	60	
409570	435942	65	
409541	436090	54	
409512	436236	39	
409158	435820	1	
408777	434870	5	
408731	434657	115	
408808	434639	30	
408840	435022	98	
408932	434976	61	
408897	434650	79	
409050	434674	8	
409033	434769	193	
408906	434723	4	
409262	434873	654	
409090	434982	63	
409020	435056	22	
409262	435017	283	
409210	435093	150	
409109	435153	153	
409192	435244	20	
409298	435127	10	
409302	435225	13	
409264	435295	3	
409372	434355	19	
409426	434622	444	
409452	434831	54	
409553	435074	25	
409434	435030	21	
409479	434592	13	
409517	434818	19	
409539	434954	26	
409038	435235	90	
409167	435416	105	
408778	434739	73	
409411	434362	3	
409822	435466	1	
409811	435545	46	
409765	435617	28	
409812	435857	160	
409792	435978	1	
409837	436155	65	
409711	436281	152	
409969	435509	1	
409944	435714	61	
410041	435866	102	
409946	436015	49	
410015	436193	43	
410067	435592	1	
410073	436039	48	
409645	436119	49	
410120	436189	27	
409875	435755	19	
410180	436398	33	
410244	436276	1	
410224	436222	1	
409573	436533	49	
409575	436677	54	
409553	436813	30	
409546	436882	12	
409701	436391	34	
409691	436539	58	
409680	436697	61	
409667	436825	23	
409657	436892	12	
409858	436418	96	
409795	436554	37	
409788	436708	46	
409768	436873	25	
409900	436600	52	
409863	436728	35	
410006	436607	33	
410003	436738	26	
410006	436804	28	
410120	436627	39	
410099	436799	32	
410234	436518	39	
410205	436634	36	
410213	436728	25	
410212	436795	22	
410320	436562	17	
410324	436701	32	
410140	436494	33	
409026	436332	88	
408906	436537	18	
408791	436841	1	
409016	436511	62	
408946	436666	26	
409160	436346	20	
409102	436513	67	
409007	436747	34	
408951	436887	1	
409261	436338	127	
409213	436540	42	
409150	436607	84	
409057	436848	18	
409174	436708	37	
409136	436838	26	
409322	436406	96	
409372	436561	103	
409286	436828	34	
409355	436788	6	
409456	436520	38	
409442	436668	94	
409429	436834	32	
408796	436835	185	
408951	436887	135	
409662	434465	6	
409591	434570	25	
409610	434773	16	
409684	434946	1	
409830	435210	24	
409738	434678	19	
409700	434754	46	
409732	434890	30	
409718	435043	21	
409810	435094	11	
409892	435208	33	
409968	435327	20	
409770	434593	23	
409819	434672	30	
409812	434774	43	
409823	434877	37	
409798	434991	6	
409939	435089	51	
409972	435164	62	
409920	434854	8	
409971	435014	25	
410079	435087	37	
410064	435263	21	
410157	435130	25	
409962	434875	40	
410042	434928	19	
410197	435045	5	
410307	434939	31	
410389	434885	17	
409789	434303	41	
409837	434359	26	
409917	434411	21	
410012	434462	14	
409942	434312	39	
410090	434450	28	
410238	434566	2	
409965	434199	22	
410109	434397	20	
410169	434467	22	
410037	434213	15	
410088	434282	1	
410153	434343	20	
410115	434226	2	
410249	434330	14	
410282	434470	21	
409547	434042	40	
409467	434047	56	
409681	433912	20	
409762	433858	3	
409718	433959	19	
409591	434082	4	
409796	434120	1	
409591	434222	43	
409583	433734	8	
409634	433883	2	
409715	434552	29	
409832	434522	1	
409987	434568	1	
410230	434688	1	
410071	434703	1	
410047	434778	1	
410113	434847	1	
409434	434132	1	
409490	434182	1	
410179	435225	29	
410209	435297	42	
410298	435298	1	
410294	435141	26	
410359	435086	46	
410430	435251	53	
410429	435043	58	
410511	435237	60	
410492	434950	28	
410545	435076	6	
410604	435208	2	
410637	435315	1	
410556	434954	23	
410721	435245	17	
410684	435340	3	
410744	435073	30	
410808	435074	1	
410830	435132	8	
410939	434936	13	
410964	434773	38	
411148	435075	25	
411144	435014	47	
411176	434965	37	
411173	434890	34	
411326	435084	32	
411551	435166	36	
410816	435249	40	
410481	434658	2	
411176	435474	10	
411217	435493	20	
411272	435509	20	
411342	435526	17	
411459	435554	23	
410651	434905	1	
410783	434971	1	
410920	435029	1	
411057	435110	1	
411034	435304	1	
410556	434848	1	
410853	434804	1	
410958	434862	1	
411069	434818	1	
411327	434980	1	
411037	434936	1	
411269	435392	1	
411398	435412	1	
411474	435516	1	
411561	435330	1	
410220	435613	1	
410169	435417	26	
410228	435388	26	
410252	435543	28	
410289	435663	25	
410348	436049	52	
410301	435384	20	
410373	435785	31	
410394	435919	30	
410417	436035	24	
410439	436137	17	
410482	436373	17	
410371	435374	11	
410394	435496	31	
410416	435631	21	
410468	435817	1	
410498	435901	1	
410507	436128	19	
410529	436244	17	
410547	436346	11	
410430	435369	13	
410453	435478	26	
410479	435620	19	
410502	435734	16	
410551	436010	16	
410570	436117	17	
410591	436231	16	
410559	435512	18	
410580	435727	25	
410597	435874	28	
410681	436312	16	
410593	435427	27	
410622	435569	31	
410647	435717	23	
410704	436034	1	
410718	436100	15	
410735	436203	22	
410684	435564	47	
410709	435710	25	
410735	435854	28	
410778	436090	18	
410735	435556	14	
410789	435850	48	
410812	435963	25	
410837	436079	21	
410771	435417	20	
410834	435710	42	
410847	435782	24	
410883	436197	33	
410888	435542	35	
410885	435668	32	
410895	435848	34	
410901	435964	32	
410955	435841	19	
411004	435920	7	
411062	435695	44	
411123	435729	23	
411051	435572	14	
411299	435581	18	
410744	436290	1	
407191	434531	10	
407178	434623	10	
407319	434153	1	
407332	434352	25	
407398	434564	9	
407288	434536	20	
407558	433845	19	
407409	434019	11	
407399	434317	16	
407439	434507	7	
407390	434777	27	
407500	434876	12	
407664	434924	10	
407846	434923	1	
408069	434921	12	
408381	434917	5	
407378	434689	20	
407493	434671	16	
407625	434703	13	
407709	434771	39	
407917	434722	12	
407888	434792	11	
407928	434839	6	
408122	434634	14	
408210	434740	17	
408192	434803	19	
408292	434842	18	
408235	434622	13	
407633	434642	16	
407856	434609	19	
408089	434539	27	
407544	433937	20	
407474	434116	17	
407644	434553	15	
407818	434542	15	
407649	434014	1	
407638	434125	24	
407617	434203	16	
407547	434366	11	
407703	434483	24	
407858	434164	44	
407767	434214	25	
407703	434268	18	
407666	434347	1	
407698	434420	1	
407821	434427	16	
407955	434517	12	
407873	434382	27	
407952	434326	49	
408034	434390	72	
407246	434266	25	
407275	433938	28	
407413	433750	20	
407351	433708	14	
407300	433763	8	
407192	433963	16	
407158	434149	14	
407170	434329	27	
407096	434374	28	
407084	434156	12	
407101	434011	11	
407011	434136	18	
407005	434344	27	
406906	434328	1	
406926	434172	11	
407200	433724	1	
407156	434565	1	
407127	434524	1	
406746	434273	1	
407694	433514	62	
407839	433681	51	
407782	433454	86	
407933	433628	97	
407873	433397	61	
408016	433564	105	
407960	433292	175	
408046	433484	15	
408121	433547	28	
408165	433621	11	
408178	433148	15	
408159	433341	253	
408203	433446	37	
408432	433440	115	
408259	433586	33	
408310	433632	22	
408260	433162	12	
408298	433266	5	
408348	433257	1	
408338	433394	45	
408346	433540	21	
408410	433567	37	
408455	433224	51	
408602	433425	41	
408657	433477	27	
408591	433542	22	
408608	433603	22	
408745	433586	27	
407670	433678	24	
407608	433396	19	
407671	433294	35	
408536	433245	16	
407788	433274	63	
407617	433224	120	
407887	433059	100	
407553	433546	9	
407625	433791	5	
407543	433689	12	
407391	433476	1	
408456	433355	1	
408094	433305	1	
407931	433784	55	
408245	434407	18	
408272	434454	129	
408392	434637	467	
408428	434379	184	
408428	434498	135	
408489	434590	1	
408531	434581	37	
408570	434746	129	
408508	434788	5	
408305	433698	16	
408346	433756	30	
408391	433914	143	
408474	433992	1	
408470	434125	152	
408505	434233	195	
408519	434341	22	
408578	434478	33	
408600	434315	37	
408651	434460	283	
408431	433673	4	
408487	433708	25	
408506	433774	208	
408535	433862	179	
408574	433948	188	
408618	434062	88	
408662	434157	120	
408703	434274	23	
408746	434417	183	
408650	433823	17	
408717	433801	19	
408820	433623	42	
408809	433751	19	
408872	433690	1	
408386	434010	71	
408215	434274	6	
408231	434104	20	
408012	434144	9	
408206	434028	13	
407977	434067	17	
408150	433880	19	
407911	433922	23	
408138	433801	20	
407713	433877	13	
409061	433610	12	
408962	433786	1	
408869	434012	31	
409223	433668	128	
409096	433937	1	
408900	434293	211	
408816	434275	166	
409406	433531	9	
409369	433716	50	
409288	433872	9	
409131	434030	29	
409122	434124	1	
409045	434202	243	
409037	434325	144	
408897	434547	55	
409401	433812	21	
409366	433893	2	
409230	434159	15	
409287	434206	27	
409275	434314	16	
409009	434454	139	
409073	434471	90	
409148	434442	33	
409242	434616	375	
408992	434574	87	
409064	434594	83	
409123	434596	7	
409487	433830	5	
409267	434380	16	
409354	433967	3	
409428	433991	3	
409214	433933	1	
409118	434226	1	
409107	434290	1	
