324	9999	p	S
409154	435528	50	
409151	435683	4	
409277	435420	33	
409260	435538	15	
409240	435695	1	
409213	435897	5	
409199	435982	87	
409178	436078	91	
409174	436171	45	
409147	436256	1	
409469	435389	41	
409378	435463	23	
409378	435563	26	
409351	435734	301	
409328	435891	53	
409275	435982	1	
409289	436065	80	
409272	436188	118	
409208	436263	1	
409754	435326	1	
409609	435201	15	
409565	435307	12	
409577	435510	60	
409515	435614	35	
409478	435707	138	
409442	435810	1	
409442	435913	173	
409408	436075	61	
409344	436201	1	
409398	436213	21	
409638	435143	8	
409683	435349	18	
409670	435514	35	
409620	435615	17	
409688	435618	22	
409624	435752	60	
409570	435942	65	
409541	436090	54	
409512	436236	39	
409216	435826	1	
409158	435820	1	
408777	434870	5	
408731	434657	115	
408808	434639	30	
408840	435022	98	
408932	434976	61	
408897	434650	79	
409050	434674	8	
409033	434769	193	
408906	434723	4	
409262	434873	654	
409090	434982	63	
409020	435056	22	
409262	435017	283	
409210	435093	150	
409109	435153	153	
409192	435244	20	
409298	435127	10	
409302	435225	13	
409264	435295	3	
409452	434831	54	
409553	435074	25	
409434	435030	21	
409517	434818	19	
409539	434954	26	
409038	435235	90	
409167	435416	105	
408778	434739	73	
409822	435466	1	
409811	435545	46	
409765	435617	28	
409812	435857	160	
409792	435978	1	
409837	436155	65	
409711	436281	152	
409969	435509	1	
409944	435714	61	
410041	435866	102	
409946	436015	49	
410015	436193	43	
410067	435592	1	
410073	436039	48	
410113	436329	27	
410204	436314	6	
409645	436119	49	
410120	436189	27	
409875	435755	19	
410180	436398	33	
410244	436276	1	
410224	436222	1	
410435	436784	37	
409573	436533	49	
409575	436677	54	
409553	436813	30	
409546	436882	12	
409701	436391	34	
409691	436539	58	
409680	436697	61	
409667	436825	23	
409657	436892	12	
409858	436418	96	
409795	436554	37	
409788	436708	46	
409768	436873	25	
409900	436600	52	
409863	436728	35	
409923	436735	31	
409874	436894	41	
410006	436607	33	
410003	436738	26	
410006	436804	28	
409960	436901	19	
410014	436903	17	
409816	437011	28	
410120	436627	39	
410099	436799	32	
410072	436904	5	
410234	436518	39	
410205	436634	36	
410213	436728	25	
410212	436795	22	
410320	436562	17	
410324	436701	32	
410107	437014	7	
410201	436904	1	
410140	436494	33	
409026	436332	88	
408906	436537	18	
408865	436634	49	
408849	436707	7	
408791	436841	1	
409016	436511	62	
408946	436666	26	
408921	436738	25	
408872	436787	13	
408903	436834	13	
409160	436346	20	
409102	436513	67	
409007	436747	34	
408951	436887	1	
409261	436338	127	
409213	436540	42	
409150	436607	84	
409114	436740	27	
409065	436786	2	
409057	436848	18	
409174	436708	37	
409136	436838	26	
409322	436406	96	
409255	436694	84	
409213	436836	33	
409372	436561	103	
409286	436828	34	
409355	436788	6	
409482	436380	31	
409456	436520	38	
409442	436668	94	
409429	436834	32	
408514	436845	9	
408597	436868	15	
408644	436892	5	
408796	436835	185	
408888	436863	54	
408951	436887	135	
409610	434773	16	
409638	434867	1	
409684	434946	1	
409830	435210	24	
409738	434678	19	
409700	434754	46	
409732	434890	30	
409718	435043	21	
409810	435094	11	
409892	435208	33	
409968	435327	20	
409819	434672	30	
409812	434774	43	
409823	434877	37	
409798	434991	6	
409939	435089	51	
409972	435164	62	
409923	434767	15	
409920	434854	8	
409892	434941	16	
409971	435014	25	
410079	435087	37	
410064	435263	21	
409833	434956	22	
410157	435130	25	
409962	434875	40	
410042	434928	19	
410123	434968	27	
410197	435045	5	
410307	434939	31	
410389	434885	17	
410230	434688	1	
410071	434703	1	
410047	434778	1	
410113	434847	1	
410179	435225	29	
410209	435297	42	
410244	435175	1	
410298	435298	1	
410294	435141	26	
410347	435267	48	
410359	435086	46	
410430	435251	53	
410429	435043	58	
410511	435237	60	
410492	434950	28	
410545	435076	6	
410604	435208	2	
410637	435315	1	
410556	434954	23	
410607	435053	26	
410650	435170	21	
410618	434776	30	
410656	435029	31	
410705	435132	21	
410721	435245	17	
410684	435340	3	
410660	434732	32	
410737	434792	33	
410744	435073	30	
410808	435074	1	
410830	435132	8	
410707	434687	28	
410780	434673	70	
410780	434836	19	
410826	434878	16	
410894	434903	22	
410939	434936	13	
410964	434773	38	
410816	435249	40	
410481	434658	2	
410651	434905	1	
410783	434971	1	
410920	435029	1	
411034	435304	1	
410556	434848	1	
410853	434804	1	
410958	434862	1	
411037	434936	1	
410220	435613	1	
410169	435417	26	
410228	435388	26	
410252	435543	28	
410289	435663	25	
410348	436049	52	
410301	435384	20	
410325	435510	30	
410345	435646	39	
410373	435785	31	
410394	435919	30	
410417	436035	24	
410439	436137	17	
410466	436253	18	
410395	436240	1	
410482	436373	17	
410371	435374	11	
410394	435496	31	
410416	435631	21	
410437	435739	20	
410468	435817	1	
410498	435901	1	
410488	436025	17	
410507	436128	19	
410529	436244	17	
410547	436346	11	
410430	435369	13	
410453	435478	26	
410479	435620	19	
410502	435734	16	
410551	436010	16	
410570	436117	17	
410591	436231	16	
410606	436337	12	
410556	435600	64	
410559	435512	18	
410580	435727	25	
410597	435874	28	
410623	435997	22	
410646	436100	22	
410663	436219	27	
410681	436312	16	
410593	435427	27	
410622	435569	31	
410647	435717	23	
410675	435867	27	
410695	435964	1	
410704	436034	1	
410718	436100	15	
410735	436203	22	
410684	435564	47	
410709	435710	25	
410735	435854	28	
410763	435977	19	
410778	436090	18	
410797	436186	24	
410746	435470	42	
410735	435556	14	
410771	435700	124	
410789	435850	48	
410812	435963	25	
410837	436079	21	
410771	435417	20	
410805	435484	11	
410834	435710	42	
410847	435782	24	
410883	436197	33	
410888	435542	35	
410885	435668	32	
410895	435848	34	
410901	435964	32	
410946	435666	1	
410955	435841	19	
410961	435942	28	
411004	435920	7	
411002	435664	33	
410744	436290	1	
408381	434917	5	
408392	434637	467	
408570	434746	129	
408508	434788	5	
