150	595	0	0
1	7	54	65.11017593
1	10	51	93.94538359
1	31	50	93.34422258
1	53	49	52.48660837
1	83	54	74.83104573
1	94	59	62.56616457
1	101	57	89.95637936
1	135	59	61.33596985
1	144	44	64.72596029
1	145	40	75.41951681
1	147	46	75.61226158
2	25	42	67.13910907
2	42	55	80.35439727
2	51	52	75.44539103
2	54	60	102.1638175
2	59	46	94.19710731
2	76	40	81.86956169
2	100	55	75.61637965
2	117	54	101.825208
3	13	57	89.36915351
3	53	44	106.7306863
3	54	43	71.57957347
3	57	57	71.63045573
3	71	43	73.69851155
3	103	60	100.6136564
3	137	41	102.1166913
4	14	46	63.30807858
4	15	47	89.525044
4	45	49	90.77086297
4	85	54	69.0552511
4	112	48	97.23818142
4	119	57	88.71994793
4	145	46	85.13721753
5	29	53	89.55601402
5	36	52	90.28542872
5	56	46	78.32205688
5	65	56	67.23040528
5	72	60	69.76505207
5	73	47	81.74529696
5	118	55	102.3175633
5	119	51	81.52658564
5	125	60	85.64310701
6	8	49	122.2845107
6	18	55	111.6158774
6	24	59	66.95213507
6	31	43	72.17251091
6	40	44	75.80080029
6	108	43	70.88508576
6	119	47	100.4253699
6	132	47	79.77540745
6	146	51	115.0153957
7	20	44	72.33517536
7	50	40	92.84142181
7	59	40	81.8269747
7	64	43	90.86308927
7	66	41	82.06011714
7	88	40	88.7739084
7	112	52	71.92148806
7	119	59	77.86200789
7	137	49	97.70523111
8	16	57	78.04858144
8	42	53	69.37090966
8	67	51	77.44740053
8	90	57	68.40530203
8	101	53	93.68878406
8	103	44	71.29439969
8	106	48	69.588038
8	112	47	67.23998791
8	138	45	90.23407379
9	36	60	85.13984463
9	48	49	84.42923384
9	87	60	88.99655975
9	131	51	67.1784272
9	134	40	58.15900002
9	138	54	63.32500708
9	146	55	82.79564909
10	58	45	109.7763548
10	84	60	91.45597819
10	99	57	69.176017
10	125	59	85.86790944
10	138	54	89.69850327
10	143	52	98.73838814
10	145	47	77.6632811
11	58	44	74.48709078
11	72	55	82.09559703
11	95	43	69.6202559
11	107	43	89.21735699
11	117	42	87.97823866
11	134	57	86.39176835
12	79	49	101.3428906
12	102	51	84.68140859
12	144	52	78.70506669
13	37	45	67.91975675
13	45	48	29.59669058
13	46	44	90.12806843
13	62	58	88.91603219
13	65	50	82.53395639
13	93	54	39.51988979
13	123	59	64.28452555
13	125	46	40.00923939
14	25	40	97.29229868
14	48	51	75.34875375
14	64	59	93.42539075
14	75	44	79.17322953
14	83	53	69.18931283
14	107	52	50.80341745
14	142	58	81.12110661
15	23	44	102.9920147
15	24	49	97.48680931
15	25	52	76.99404075
15	26	43	80.04922022
15	44	57	68.178959
15	56	53	78.14492323
15	57	56	81.54754952
15	132	43	72.53853365
15	138	59	84.9233011
16	26	54	75.39530894
16	67	44	84.26959735
16	83	45	74.13388815
16	96	43	81.07378876
17	29	44	66.72697764
17	38	60	69.1905623
17	40	43	90.58700925
17	42	51	82.56388327
17	45	48	75.68837731
17	48	40	84.46590391
17	51	59	104.2984439
17	62	52	99.71369973
17	76	60	82.80059426
17	126	59	126.7018119
17	136	51	68.40033388
17	143	58	83.81896362
18	26	53	77.80537874
18	64	45	65.74120477
18	65	60	96.21668805
18	145	40	80.85587326
19	42	50	82.59334774
19	65	48	103.8939685
19	67	50	84.62237506
19	74	55	94.83806217
19	87	60	72.89436705
19	92	46	79.71813348
19	120	40	48.43268795
20	27	40	87.97786928
20	86	48	99.5050528
20	120	48	112.4225693
21	41	59	85.43432865
21	47	55	95.88622277
21	98	53	91.52810153
21	99	47	70.97138343
21	100	44	
21	134	60	
21	142	55	
22	26	43	
22	36	49	
22	52	58	
22	59	53	
22	60	40	
22	63	40	
22	94	44	
22	125	53	
22	146	50	
22	149	43	
23	37	60	
23	55	45	
23	62	44	
23	80	55	
23	81	47	
23	126	42	
23	131	58	
23	133	55	
24	46	50	
24	47	47	
24	52	49	
24	64	51	
24	82	51	
24	89	60	
24	115	43	
24	125	54	
24	132	51	
25	67	56	
25	80	50	
25	110	48	
25	137	43	
25	140	50	
26	42	56	
26	73	47	
26	122	46	
27	37	41	
27	49	43	
27	72	58	
27	82	48	
27	123	58	
28	28	47	
28	84	51	
28	112	51	
28	125	57	
28	147	49	
29	41	43	
29	97	54	
30	32	52	
30	51	59	
30	91	55	
30	92	55	
30	111	60	
30	113	55	
31	82	41	
31	105	58	
31	115	49	
31	144	55	
32	63	60	
32	92	54	
32	102	51	
32	123	57	
32	142	58	
33	33	59	
33	82	48	
33	93	43	
33	130	56	
34	52	48	
34	62	52	
34	96	53	
34	127	55	
35	39	53	
35	82	48	
35	105	49	
35	119	45	
36	56	49	
36	82	49	
36	107	42	
36	118	54	
36	124	55	
36	140	42	
36	141	41	
37	85	40	
37	96	50	
37	107	54	
37	125	51	
37	129	46	
38	87	55	
38	105	56	
38	141	41	
38	144	49	
39	43	43	
39	74	49	
39	113	51	
39	114	43	
39	150	53	
40	80	53	
40	111	57	
40	135	44	
41	93	54	
41	103	53	
41	117	49	
42	53	45	
42	75	58	
42	95	47	
42	113	49	
42	147	45	
43	85	51	
43	91	57	
43	118	45	
43	143	50	
44	60	45	
45	46	40	
45	99	44	
45	107	55	
45	147	51	
46	63	51	
46	67	58	
46	73	54	
46	93	41	
46	124	50	
46	143	54	
46	145	44	
47	59	53	
47	86	59	
48	76	47	
48	102	51	
48	109	41	
48	120	50	
48	137	50	
48	148	57	
49	75	50	
49	120	50	
49	137	44	
49	139	54	
50	59	55	
50	90	57	
51	53	54	
51	71	57	
51	82	47	
51	109	47	
51	113	41	
51	141	50	
52	54	49	
52	58	58	
52	91	43	
52	97	48	
52	132	54	
52	144	41	
52	145	41	
52	147	50	
53	61	55	
53	63	54	
53	77	55	
53	95	50	
54	55	53	
54	93	43	
54	109	49	
54	118	46	
54	150	54	
55	94	41	
55	104	56	
55	107	47	
55	112	42	
55	120	54	
55	150	58	
56	83	51	
56	108	45	
57	59	53	
57	70	55	
57	100	60	
57	111	41	
57	120	52	
57	148	58	
58	68	58	
58	101	43	
58	113	48	
58	136	48	
59	68	54	
59	73	41	
59	78	54	
60	60	51	
60	106	50	
60	121	52	
60	127	48	
60	133	46	
60	137	56	
60	145	51	
60	147	52	
61	147	49	
62	88	49	
62	127	40	
62	135	49	
63	79	45	
63	82	54	
63	95	58	
63	96	55	
63	112	51	
63	141	46	
63	143	51	
63	146	50	
63	149	50	
64	76	48	
64	89	58	
64	99	56	
64	143	44	
65	77	45	
65	86	41	
65	112	50	
65	116	52	
65	122	40	
65	127	49	
65	132	54	
65	147	42	
66	78	44	
66	89	53	
66	138	57	
67	85	41	
67	89	46	
68	113	52	
68	135	47	
69	74	42	
69	88	44	
69	99	52	
69	110	42	
69	115	45	
69	138	51	
70	71	59	
70	80	55	
70	83	49	
70	109	57	
70	126	42	
70	129	49	
71	90	40	
71	104	48	
71	121	53	
71	131	45	
72	118	49	
72	121	56	
72	125	52	
72	143	50	
73	76	56	
73	81	46	
73	96	43	
